match_id,league,home_team,away_team,match_datetime
9309100,England: Premier League,Arsenal,Crystal Palace,2016-04-17 17:00:00
9469706,England: Premier League,Stoke City,Tottenham,2016-04-18 21:00:00
2147639,England: Premier League,Newcastle Utd,Manchester City,2016-04-19 20:45:00
9638908,England: Championship,Birmingham,Preston,2016-04-19 20:45:00
9638909,England: Championship,Brentford,Cardiff,2016-04-19 20:45:00
9638910,England: Championship,Brighton,QPR,2016-04-19 20:45:00
9638911,England: Championship,Bristol City,Derby,2016-04-19 20:45:00
9638912,England: Championship,Burnley,Middlesbrough,2016-04-19 20:45:00
9638913,England: Championship,Ipswich,Fulham,2016-04-19 20:45:00
9638914,England: Championship,Leeds,Wolves,2016-04-19 20:45:00
9638915,England: Championship,Nottingham,Blackburn,2016-04-19 20:45:00
9638916,England: Championship,Rotherham,Huddersfield,2016-04-19 20:45:00
9638917,England: Championship,Sheffield Wed,Milton Keynes Dons,2016-04-19 20:45:00
9638918,England: League One,Barnsley,Peterborough,2016-04-19 20:45:00
9638919,England: League One,Burton,Wigan,2016-04-19 20:45:00
9638920,England: League One,Chesterfield,Doncaster,2016-04-19 20:45:00
9638921,England: League One,Coventry,Bradford,2016-04-19 20:45:00
9638922,England: League One,Crewe,Colchester,2016-04-19 20:45:00
