league_id,season,stage,source_code,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,AvgCA,AvgCD,AvgCH,B365CA,B365CD,B365CH,BFECA,BFECD,BFECH,Country,League,MaxCA,MaxCD,MaxCH,PSCA,PSCD,PSCH,Season
SWE_Allsvenskan,2024,regular_league,SWE,27/10/2024,13:00,AIK,Elfsborg,2,1,H,3.59,3.33,2.09,,,,3.8,3.55,2.16,Sweden,Allsvenskan,3.75,3.42,2.15,3.63,3.42,2.11,2024
SWE_Allsvenskan,2024,regular_league,SWE,27/10/2024,13:00,Varnamo,Norrkoping,1,2,A,4,3.24,2.01,,,,4.2,3.35,2.1,Sweden,Allsvenskan,4.3,3.4,2.12,4.18,3.19,2.08,2024
SWE_Allsvenskan,2024,regular_league,SWE,27/10/2024,15:30,Hacken,Halmstad,0,1,A,6.06,4.97,1.44,,,,7,5.4,1.47,Sweden,Allsvenskan,6.5,5.29,1.48,6.03,5.13,1.48,2024
SWE_Allsvenskan,2024,regular_league,SWE,28/10/2024,18:00,Djurgarden,Vasteras SK,2,1,H,5.41,4.3,1.56,,,,6,4.6,1.61,Sweden,Allsvenskan,5.66,4.51,1.61,5.66,4.51,1.56,2024
SWE_Allsvenskan,2024,regular_league,SWE,28/10/2024,18:10,Malmo FF,Goteborg,2,1,H,7.04,4.58,1.43,,,,8.2,4.9,1.47,Sweden,Allsvenskan,7.77,4.9,1.49,7.77,4.63,1.44,2024
SWE_Allsvenskan,2024,regular_league,SWE,02/11/2024,14:00,Elfsborg,Vasteras SK,1,0,H,5.37,4.54,1.53,,,,5.6,4.8,1.61,Sweden,Allsvenskan,6.2,4.9,1.6,5.61,4.7,1.55,2024
SWE_Allsvenskan,2024,regular_league,SWE,02/11/2024,14:00,Hammarby,Malmo FF,2,2,D,4.74,4.04,1.66,,,,5.6,4.3,1.69,Sweden,Allsvenskan,5,4.3,1.79,4.71,4.06,1.73,2024
SWE_Allsvenskan,2024,regular_league,SWE,02/11/2024,16:30,Goteborg,Kalmar,1,1,D,3.95,3.45,1.94,,,,4.4,3.5,2.02,Sweden,Allsvenskan,4.25,3.6,2.04,4.2,3.51,1.95,2024
SWE_Allsvenskan,2024,regular_league,SWE,03/11/2024,13:00,Brommapojkarna,Varnamo,0,1,A,2.21,3.6,3.03,,,,2.28,3.85,3.2,Sweden,Allsvenskan,2.28,3.75,3.19,2.27,3.68,3.19,2024
SWE_Allsvenskan,2024,regular_league,SWE,03/11/2024,13:00,Hacken,GAIS,1,2,A,3.53,4.2,1.86,,,,4,4.4,1.9,Sweden,Allsvenskan,3.95,4.5,1.95,3.59,4.3,1.91,2024
SWE_Allsvenskan,2024,regular_league,SWE,03/11/2024,15:30,Halmstad,Djurgarden,1,0,H,1.88,3.53,4.12,,,,1.9,3.75,4.5,Sweden,Allsvenskan,1.96,3.7,4.6,1.94,3.58,4.16,2024
SWE_Allsvenskan,2024,regular_league,SWE,03/11/2024,15:30,Sirius,Mjallby,1,1,D,2.35,3.65,2.77,,,,2.5,3.8,2.92,Sweden,Allsvenskan,2.43,3.75,2.88,2.39,3.74,2.88,2024
SWE_Allsvenskan,2024,regular_league,SWE,04/11/2024,18:10,Norrkoping,AIK,1,0,H,2.35,3.19,3.12,,,,2.22,3.3,3.8,Sweden,Allsvenskan,2.45,3.26,3.35,2.44,3.24,3.17,2024
SWE_Allsvenskan,2024,regular_league,SWE,10/11/2024,14:00,AIK,Halmstad,5,1,H,7.81,4.27,1.44,,,,9.2,4.7,1.46,Sweden,Allsvenskan,8.5,4.5,1.48,7.99,4.37,1.46,2024
SWE_Allsvenskan,2024,regular_league,SWE,10/11/2024,14:00,Djurgarden,Norrkoping,3,1,H,10.72,5.73,1.26,,,,13,6.2,1.3,Sweden,Allsvenskan,12,6.4,1.29,11.75,5.82,1.27,2024
SWE_Allsvenskan,2024,regular_league,SWE,10/11/2024,14:00,GAIS,Sirius,2,1,H,3.3,3.87,2.01,,,,3.4,4,2.16,Sweden,Allsvenskan,3.45,4,2.12,3.41,3.99,2.02,2024
SWE_Allsvenskan,2024,regular_league,SWE,10/11/2024,14:00,Kalmar,Hacken,1,0,H,2.22,4.03,2.77,,,,2.34,4.2,2.9,Sweden,Allsvenskan,2.27,4.25,2.88,2.26,4.08,2.85,2024
SWE_Allsvenskan,2024,regular_league,SWE,10/11/2024,14:00,Malmo FF,Brommapojkarna,2,1,H,9.85,6.31,1.25,,,,10,6.8,1.3,Sweden,Allsvenskan,11,6.75,1.29,10.06,6.44,1.26,2024
SWE_Allsvenskan,2024,regular_league,SWE,10/11/2024,14:00,Mjallby,Goteborg,1,0,H,2.87,3.53,2.35,,,,3.05,3.7,2.44,Sweden,Allsvenskan,2.97,3.65,2.48,2.91,3.62,2.39,2024
SWE_Allsvenskan,2024,regular_league,SWE,10/11/2024,14:00,Varnamo,Elfsborg,0,0,D,3.95,3.69,1.87,,,,4.2,3.9,1.94,Sweden,Allsvenskan,4.2,3.85,1.92,3.98,3.75,1.92,2024
