competition_id,season,source_season,stage,source_code,Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,game_id,meet_name,round,venue
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-05-18,19:30,수원FC,포항,3,4,A,98,하나원큐 K리그1 2021,17,수원 종합 운동장
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-05-19,16:30,광주,제주,0,0,D,99,하나원큐 K리그1 2021,17,광주 축구 전용경기장
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-05-19,19:00,전북,울산,2,4,A,101,하나원큐 K리그1 2021,17,전주 월드컵 경기장
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-05-19,19:00,수원,대구,1,1,D,102,하나원큐 K리그1 2021,17,수원 월드컵 경기장
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-05-21,19:30,수원FC,인천,2,2,D,103,하나원큐 K리그1 2021,18,수원 종합 운동장
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-05-22,14:00,제주,성남,2,2,D,104,하나원큐 K리그1 2021,18,제주 월드컵 경기장
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-05-22,14:40,울산,포항,1,0,H,105,하나원큐 K리그1 2021,18,울산 문수 축구경기장
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-05-23,16:30,광주,수원,3,4,A,106,하나원큐 K리그1 2021,18,광주 축구 전용경기장
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-05-23,19:00,대구,전북,1,0,H,107,하나원큐 K리그1 2021,18,DGB대구은행파크
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-05-23,19:00,강원,서울,0,0,D,108,하나원큐 K리그1 2021,18,춘천 송암 스포츠타운
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-05-29,14:00,인천,전북,1,1,D,110,하나원큐 K리그1 2021,19,인천 축구 전용경기장
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-05-29,16:30,제주,울산,1,2,A,111,하나원큐 K리그1 2021,19,제주 월드컵 경기장
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-05-29,19:00,성남,수원FC,2,3,A,109,하나원큐 K리그1 2021,19,탄천 종합 운동장
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-05-29,19:00,서울,수원,0,3,A,112,하나원큐 K리그1 2021,19,서울 월드컵 경기장
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-05-30,16:30,대구,강원,1,0,H,113,하나원큐 K리그1 2021,19,DGB대구은행파크
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-05-30,19:00,포항,광주,1,0,H,114,하나원큐 K리그1 2021,19,포항 스틸야드
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-06-06,16:00,성남,전북,1,5,A,88,하나원큐 K리그1 2021,15,탄천 종합 운동장
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-06-06,16:30,대구,서울,1,1,D,90,하나원큐 K리그1 2021,15,DGB대구은행파크
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-06-19,16:30,광주,서울,1,1,D,82,하나원큐 K리그1 2021,14,광주 축구 전용경기장
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-06-20,16:00,울산,성남,2,2,D,84,하나원큐 K리그1 2021,14,울산 문수 축구경기장
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-06-26,16:00,성남,강원,1,2,A,100,하나원큐 K리그1 2021,17,탄천 종합 운동장
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-07-14,19:30,서울,인천,0,1,A,97,하나원큐 K리그1 2021,17,서울 월드컵 경기장
KOR_KLeague1,2021,2021,regular_rounds_1_33,kleague.com/getScheduleList.do,2021-07-20,19:30,수원,수원FC,1,2,A,115,하나원큐 K리그1 2021,20,수원 월드컵 경기장
